ts,station_id,event_type,details
62228,11,quality_fail,{'severity': 0.14965363708950766}
62229,11,quality_fail,{'severity': 0.13875205354054493}
62233,6,quality_fail,{'severity': 0.11074115697496019}
62240,4,quality_fail,{'severity': 0.3093598404283373}
62240,9,quality_fail,{'severity': 0.35566391733193964}
62242,9,quality_fail,{'severity': 0.01762343995858739}
62246,10,quality_fail,{'severity': 0.11076210082173844}
62249,2,quality_fail,{'severity': 0.11176355220217507}
62264,5,quality_fail,{'severity': 0.11764362906074607}
62268,8,quality_fail,{'severity': 0.02104731555669933}
62274,4,quality_fail,{'severity': 0.08093476222237136}
62279,20,breakdown,{'downtime': 158}
62283,5,quality_fail,{'severity': 0.17361800465954416}
62284,5,quality_fail,{'severity': 0.1366973783136138}
62300,3,quality_fail,{'severity': 0.31210440679558094}
62305,10,quality_fail,{'severity': 0.2651300058611542}
62312,0,quality_fail,{'severity': 0.1952595958150493}
62320,8,quality_fail,{'severity': 0.06667453480695174}
62325,7,quality_fail,{'severity': 0.09329961530079102}
62327,4,quality_fail,{'severity': 0.16449723060382299}
62332,11,quality_fail,{'severity': 0.1591556706851412}
62333,3,quality_fail,{'severity': 0.04120769855081592}
62334,4,quality_fail,{'severity': 0.392504045057751}
62342,5,quality_fail,{'severity': 0.04683234375687653}
62345,11,quality_fail,{'severity': 0.15029156159836612}
62350,5,quality_fail,{'severity': 0.04511289304897027}
62354,9,quality_fail,{'severity': 0.17436153707784574}
62356,8,quality_fail,{'severity': 0.1147706003687492}
62357,3,quality_fail,{'severity': 0.08587772719071564}
62362,10,quality_fail,{'severity': 0.2273123943138585}
62378,7,quality_fail,{'severity': 0.08542355456140874}
62379,2,quality_fail,{'severity': 0.20418464820676763}
62383,6,quality_fail,{'severity': 0.20288560792055355}
62388,4,quality_fail,{'severity': 0.20207884540991736}
62394,5,quality_fail,{'severity': 0.3918088811340114}
62405,10,quality_fail,{'severity': 0.3232877428919493}
62424,1,quality_fail,{'severity': 0.04590978194049008}
62440,5,quality_fail,{'severity': 0.08802488674556551}
62440,9,quality_fail,{'severity': 0.2241222566133783}
62441,0,quality_fail,{'severity': 0.040906086028346916}
62446,4,quality_fail,{'severity': 0.1559384984797744}
62454,11,quality_fail,{'severity': 0.20685769393664566}
62462,1,quality_fail,{'severity': 0.22772179255422595}
62466,5,quality_fail,{'severity': 0.21217293201339682}
62472,18,breakdown,{'downtime': 271}
62490,12,quality_fail,{'severity': 0.36392422023984694}
62496,9,quality_fail,{'severity': 0.22859267818297585}
62498,2,quality_fail,{'severity': 0.18178444484358686}
62505,3,quality_fail,{'severity': 0.26815043198418864}
62506,5,quality_fail,{'severity': 0.14580545743474096}
62514,0,quality_fail,{'severity': 0.08766100167904838}
62516,10,quality_fail,{'severity': 0.39809708006038635}
62524,5,quality_fail,{'severity': 0.06625830471000277}
62528,10,quality_fail,{'severity': 0.36491162850241293}
62539,3,quality_fail,{'severity': 0.20005791094790884}
62539,5,quality_fail,{'severity': 0.2716741636038407}
62550,12,quality_fail,{'severity': 0.20063927968747305}
62556,11,quality_fail,{'severity': 0.07668522113430497}
62559,5,quality_fail,{'severity': 0.14013874747460964}
62560,7,quality_fail,{'severity': 0.40760256934508865}
62562,8,quality_fail,{'severity': 0.23127982696540103}
62566,5,quality_fail,{'severity': 0.13875508665414282}
62576,4,quality_fail,{'severity': 0.15103614100619542}
62589,8,quality_fail,{'severity': 0.14735705151273343}
62592,12,quality_fail,{'severity': 0.10117438737747024}
62596,12,quality_fail,{'severity': 0.3827462506510653}
62597,10,quality_fail,{'severity': 0.4495737595278037}
62604,11,quality_fail,{'severity': 0.16744414646098027}
62610,2,quality_fail,{'severity': 0.027728037963246046}
62614,10,quality_fail,{'severity': 0.04223085216713433}
62631,10,quality_fail,{'severity': 0.16085268826449844}
62639,11,quality_fail,{'severity': 0.058529119314782635}
62657,1,quality_fail,{'severity': 0.15557937482311787}
62658,5,quality_fail,{'severity': 0.05326679879817435}
62661,5,quality_fail,{'severity': 0.14457004652574995}
62666,4,quality_fail,{'severity': 0.2077662788121482}
62670,11,quality_fail,{'severity': 0.0816967963731558}
62683,12,quality_fail,{'severity': 0.3579082378451854}
62696,1,quality_fail,{'severity': 0.3119908791065107}
62704,7,quality_fail,{'severity': 0.1694406749852309}
62707,4,quality_fail,{'severity': 0.06118616323437645}
62710,7,quality_fail,{'severity': 0.40807101292739417}
62717,2,quality_fail,{'severity': 0.18062049790494372}
62720,11,quality_fail,{'severity': 0.06270457659247863}
62723,11,quality_fail,{'severity': 0.06186621441343083}
62725,11,quality_fail,{'severity': 0.17219071709232484}
62737,10,quality_fail,{'severity': 0.15505452923585325}
62742,8,quality_fail,{'severity': 0.3318590558828973}
62742,9,quality_fail,{'severity': 0.03282835181038759}
62745,5,quality_fail,{'severity': 0.0676341235835256}
62746,9,quality_fail,{'severity': 0.12571329141949694}
62747,12,quality_fail,{'severity': 0.07716998807168376}
62755,5,quality_fail,{'severity': 0.16682352723162977}
62755,45,breakdown,{'downtime': 85}
62759,5,quality_fail,{'severity': 0.13793443737398475}
62768,8,quality_fail,{'severity': 0.21055464420064457}
62772,2,quality_fail,{'severity': 0.2977157993157264}
62775,4,quality_fail,{'severity': 0.1401700591962473}
62780,11,quality_fail,{'severity': 0.05975737876410333}
62785,5,quality_fail,{'severity': 0.22849682944624497}
62786,2,quality_fail,{'severity': 0.09207907261533012}
62793,9,quality_fail,{'severity': 0.17454978630250503}
62800,7,quality_fail,{'severity': 0.14699271727370694}
62803,9,quality_fail,{'severity': 0.347888101863854}
62805,4,quality_fail,{'severity': 0.12407128614715397}
62810,0,quality_fail,{'severity': 0.008108925745114612}
62810,9,quality_fail,{'severity': 0.05461944095578928}
62819,9,quality_fail,{'severity': 0.2584326616569231}
62844,9,quality_fail,{'severity': 0.04235818917429543}
62844,10,quality_fail,{'severity': 0.11630200029175265}
62848,9,quality_fail,{'severity': 0.09387993728758115}
62857,4,quality_fail,{'severity': 0.31900432250553984}
62862,6,quality_fail,{'severity': 0.17397777643925266}
62864,17,breakdown,{'downtime': 41}
62867,8,quality_fail,{'severity': 0.2449937460749363}
62868,9,quality_fail,{'severity': 0.26287117545301153}
62873,12,quality_fail,{'severity': 0.300061535656673}
62888,9,quality_fail,{'severity': 0.1921326944129145}
62892,3,quality_fail,{'severity': 0.09607573023399056}
62893,8,quality_fail,{'severity': 0.02989268287732921}
62895,29,breakdown,{'downtime': 209}
62898,5,quality_fail,{'severity': 0.10061085207643114}
62900,24,breakdown,{'downtime': 1}
62903,5,quality_fail,{'severity': 0.3581700807026154}
62904,9,quality_fail,{'severity': 0.09198027390901023}
62909,11,quality_fail,{'severity': 0.11626869574613354}
62920,0,quality_fail,{'severity': 0.13027541211844365}
62920,1,quality_fail,{'severity': 0.1628865542617906}
62924,5,quality_fail,{'severity': 0.24166632713718217}
62929,9,quality_fail,{'severity': 0.48026513770868773}
62932,1,quality_fail,{'severity': 0.06008835989829058}
62936,3,quality_fail,{'severity': 0.28676739474204543}
62952,0,quality_fail,{'severity': 0.14965794209638356}
62974,6,quality_fail,{'severity': 0.15061228457299572}
62983,3,quality_fail,{'severity': 0.2652752677914064}
62987,9,quality_fail,{'severity': 0.055492796932374806}
62988,4,quality_fail,{'severity': 0.07161024461440117}
62989,4,quality_fail,{'severity': 0.09871839021072559}
62990,4,quality_fail,{'severity': 0.27678453889545646}
63008,4,quality_fail,{'severity': 0.19482821526801372}
63011,3,quality_fail,{'severity': 0.20261273774297348}
63011,22,breakdown,{'downtime': 60}
63020,5,quality_fail,{'severity': 0.13257401662777754}
63027,5,quality_fail,{'severity': 0.40383150741371965}
63033,3,quality_fail,{'severity': 0.23686129921067223}
63034,7,breakdown,{'downtime': 225}
63041,5,quality_fail,{'severity': 0.21685362661784086}
63044,6,quality_fail,{'severity': 0.04885132235198939}
63049,2,quality_fail,{'severity': 0.18959315239903202}
63050,2,quality_fail,{'severity': 0.20233664059801906}
63054,44,breakdown,{'downtime': 100}
63059,8,quality_fail,{'severity': 0.24316435174172404}
63061,11,quality_fail,{'severity': 0.24564439906955862}
63067,11,quality_fail,{'severity': 0.013611598604232958}
63074,10,quality_fail,{'severity': 0.29881030663047775}
63075,1,quality_fail,{'severity': 0.22021652872768355}
63089,5,quality_fail,{'severity': 0.17196226369878426}
63091,4,quality_fail,{'severity': 0.05139568914229291}
63091,10,quality_fail,{'severity': 0.3797532230852693}
63106,11,quality_fail,{'severity': 0.09384253973567679}
63110,9,quality_fail,{'severity': 0.1622985550653487}
63110,12,quality_fail,{'severity': 0.24967780988129593}
63117,5,quality_fail,{'severity': 0.2804878072534491}
63118,0,quality_fail,{'severity': 0.1740545474982571}
63121,4,quality_fail,{'severity': 0.19231823377638654}
63121,10,quality_fail,{'severity': 0.21599869519175247}
63121,11,quality_fail,{'severity': 0.09044401351022048}
63126,10,quality_fail,{'severity': 0.1213038711230554}
63127,12,quality_fail,{'severity': 0.03153172493497811}
63128,0,quality_fail,{'severity': 0.1919628678115739}
63136,10,quality_fail,{'severity': 0.1030039931711117}
63148,1,quality_fail,{'severity': 0.062059767721976314}
63149,9,quality_fail,{'severity': 0.15010182208417344}
63162,3,quality_fail,{'severity': 0.2523742827683355}
63163,6,quality_fail,{'severity': 0.27071155742788766}
63168,4,quality_fail,{'severity': 0.3468691879968905}
63176,5,quality_fail,{'severity': 0.14670071214422506}
63178,11,quality_fail,{'severity': 0.040876596576651235}
63182,2,quality_fail,{'severity': 0.18547056582988342}
63194,1,quality_fail,{'severity': 0.12792530211139816}
63211,10,quality_fail,{'severity': 0.05313605666970843}
63219,8,quality_fail,{'severity': 0.08743833382166957}
63223,4,quality_fail,{'severity': 0.10865990372287529}
63230,2,quality_fail,{'severity': 0.2234663199615493}
63233,6,quality_fail,{'severity': 0.11810736606183132}
63244,3,quality_fail,{'severity': 0.22497996159458059}
63249,9,quality_fail,{'severity': 0.2878875845389515}
63255,5,quality_fail,{'severity': 0.07133970429005447}
63263,9,quality_fail,{'severity': 0.1353763636264868}
63270,36,breakdown,{'downtime': 176}
63271,10,quality_fail,{'severity': 0.05628449893170352}
63274,4,quality_fail,{'severity': 0.20411053245487218}
63280,11,quality_fail,{'severity': 0.03550476409145318}
63282,3,quality_fail,{'severity': 0.05721211524209019}
63291,4,quality_fail,{'severity': 0.3229392779527046}
63298,5,quality_fail,{'severity': 0.3263359952780246}
63300,4,quality_fail,{'severity': 0.07272801489963951}
63302,2,quality_fail,{'severity': 0.20029473354317778}
63308,5,quality_fail,{'severity': 0.3055487141914124}
63309,8,quality_fail,{'severity': 0.15528408745745706}
63313,1,quality_fail,{'severity': 0.06091354988120332}
63313,8,quality_fail,{'severity': 0.30810509112384604}
63314,4,quality_fail,{'severity': 0.3324817617890818}
63315,4,quality_fail,{'severity': 0.16717663512689304}
63320,3,quality_fail,{'severity': 0.30476139872108815}
63320,5,quality_fail,{'severity': 0.04375496065209897}
63324,5,quality_fail,{'severity': 0.17177499701386675}
63331,3,quality_fail,{'severity': 0.1488280574842522}
63335,2,breakdown,{'downtime': 10}
63337,9,quality_fail,{'severity': 0.06581837656154897}
63341,5,quality_fail,{'severity': 0.3041177668472745}
63342,11,quality_fail,{'severity': 0.2525481087986825}
63350,6,quality_fail,{'severity': 0.17301464839058}
63353,6,quality_fail,{'severity': 0.17609399621393512}
63355,11,quality_fail,{'severity': 0.062211477376544144}
63355,33,breakdown,{'downtime': 265}
63360,4,quality_fail,{'severity': 0.05413704227962432}
63367,9,quality_fail,{'severity': 0.0449331635452605}
63369,10,quality_fail,{'severity': 0.27189372084837293}
63380,4,quality_fail,{'severity': 0.3411496789636531}
63380,6,quality_fail,{'severity': 0.06074341740040621}
63384,4,quality_fail,{'severity': 0.12792174696760872}
63384,7,quality_fail,{'severity': 0.06815389586707132}
63393,3,quality_fail,{'severity': 0.07497099548743329}
63407,11,quality_fail,{'severity': 0.10816106044486673}
63411,22,breakdown,{'downtime': 152}
63417,12,quality_fail,{'severity': 0.05064602465702333}
63424,5,breakdown,{'downtime': 145}
63428,0,quality_fail,{'severity': 0.06941283380175857}
63429,2,quality_fail,{'severity': 0.18183138890282435}
63431,0,quality_fail,{'severity': 0.07957371010674308}
63434,11,quality_fail,{'severity': 0.12965758791032975}
63435,10,quality_fail,{'severity': 0.1031761489097716}
63438,35,breakdown,{'downtime': 102}
63456,7,quality_fail,{'severity': 0.40830574990433965}
63457,3,quality_fail,{'severity': 0.10422948498386811}
63469,3,quality_fail,{'severity': 0.1334704212833086}
63470,11,quality_fail,{'severity': 0.17737193863394307}
63474,10,quality_fail,{'severity': 0.11528794642463062}
63494,30,breakdown,{'downtime': 75}
63496,1,quality_fail,{'severity': 0.1361548619878931}
63499,3,quality_fail,{'severity': 0.16910908064036007}
63501,1,breakdown,{'downtime': 664}
63504,8,quality_fail,{'severity': 0.28807960465073895}
63507,7,breakdown,{'downtime': 37}
63509,9,quality_fail,{'severity': 0.15372500121477065}
63511,9,quality_fail,{'severity': 0.2073259575487741}
63513,6,quality_fail,{'severity': 0.10579478544696332}
63514,2,quality_fail,{'severity': 0.06653910613915685}
63515,11,quality_fail,{'severity': 0.11846062690321467}
63516,3,quality_fail,{'severity': 0.29471262690601707}
63517,4,quality_fail,{'severity': 0.030515334062754168}
63518,0,quality_fail,{'severity': 0.20877437321510847}
63528,9,quality_fail,{'severity': 0.03922737192270355}
63534,3,quality_fail,{'severity': 0.22856993241692788}
63535,2,quality_fail,{'severity': 0.15829647600178257}
63539,6,quality_fail,{'severity': 0.058444694451113784}
63548,6,quality_fail,{'severity': 0.15205552448266493}
63550,7,quality_fail,{'severity': 0.24836420751081542}
63550,11,quality_fail,{'severity': 0.14840920786949716}
63559,7,quality_fail,{'severity': 0.08589543389320839}
63563,0,quality_fail,{'severity': 0.1532779719007973}
63566,2,quality_fail,{'severity': 0.227222410834054}
63566,11,quality_fail,{'severity': 0.08378828929343439}
63567,10,quality_fail,{'severity': 0.23988646518924667}
63572,3,breakdown,{'downtime': 1367}
63572,4,quality_fail,{'severity': 0.08794276708073503}
63582,2,quality_fail,{'severity': 0.1489606187897567}
63590,11,quality_fail,{'severity': 0.0909653829757701}
63591,5,quality_fail,{'severity': 0.017548532838270983}
63593,10,quality_fail,{'severity': 0.11832917924373386}
63604,4,quality_fail,{'severity': 0.0736208810994485}
63607,5,quality_fail,{'severity': 0.5457050670658399}
63616,10,quality_fail,{'severity': 0.022883642154666484}
63619,10,quality_fail,{'severity': 0.10304788310236176}
63620,7,quality_fail,{'severity': 0.2356266747499308}
63624,11,quality_fail,{'severity': 0.19608298259130463}
63632,9,quality_fail,{'severity': 0.1370299703808525}
63638,9,quality_fail,{'severity': 0.2124232448593391}
63642,8,quality_fail,{'severity': 0.1704674970095071}
63656,2,quality_fail,{'severity': 0.20132319537284765}
63660,8,quality_fail,{'severity': 0.21619577835916065}
63662,10,quality_fail,{'severity': 0.2613053552338992}
63667,9,quality_fail,{'severity': 0.5393816874489732}
63671,11,quality_fail,{'severity': 0.3687180956002318}
63672,8,quality_fail,{'severity': 0.10841786621070815}
63673,6,quality_fail,{'severity': 0.232147420436939}
63680,6,quality_fail,{'severity': 0.13305227915283885}
63681,5,quality_fail,{'severity': 0.1658160848619433}
63686,5,quality_fail,{'severity': 0.07335312298232971}
63687,11,quality_fail,{'severity': 0.21539260193895557}
63688,5,quality_fail,{'severity': 0.18770405640859492}
63696,6,quality_fail,{'severity': 0.2291584109149107}
63707,5,quality_fail,{'severity': 0.2731501164715257}
63707,10,quality_fail,{'severity': 0.2291115551752278}
63708,5,quality_fail,{'severity': 0.12967191342984263}
63710,11,quality_fail,{'severity': 0.1449048081403316}
63723,5,quality_fail,{'severity': 0.04212518546730656}
63731,9,quality_fail,{'severity': 0.13915617813794728}
63737,7,quality_fail,{'severity': 0.09587425758249855}
63737,8,quality_fail,{'severity': 0.2583371366211483}
63742,5,quality_fail,{'severity': 0.3133676930161492}
63750,0,quality_fail,{'severity': 0.30805876139556304}
63755,2,quality_fail,{'severity': 0.23560228146475992}
63757,2,quality_fail,{'severity': 0.12324511343661139}
63762,11,quality_fail,{'severity': 0.05688557174708284}
63763,10,quality_fail,{'severity': 0.26796159625074106}
63766,12,quality_fail,{'severity': 0.16576912683624062}
63772,30,breakdown,{'downtime': 10}
63775,9,quality_fail,{'severity': 0.0951732203096838}
63776,2,quality_fail,{'severity': 0.06539994456297094}
63788,12,quality_fail,{'severity': 0.018776470581244795}
63796,5,quality_fail,{'severity': 0.11114823686695056}
63800,10,quality_fail,{'severity': 0.2137595082471798}
63801,5,quality_fail,{'severity': 0.11901377745799346}
63802,7,quality_fail,{'severity': 0.2733094114124815}
63803,5,quality_fail,{'severity': 0.10852793879851244}
63806,6,quality_fail,{'severity': 0.1279751677156526}
63812,10,quality_fail,{'severity': 0.08691979230826316}
63813,10,quality_fail,{'severity': 0.18122568276049084}
63821,5,quality_fail,{'severity': 0.1106620227124334}
63829,7,quality_fail,{'severity': 0.2419965774034251}
63830,2,quality_fail,{'severity': 0.06417273192149958}
63830,10,quality_fail,{'severity': 0.12509097631569224}
63834,5,quality_fail,{'severity': 0.09169163461562428}
63841,10,quality_fail,{'severity': 0.17456149855243902}
63843,10,quality_fail,{'severity': 0.23659379543625986}
63855,4,quality_fail,{'severity': 0.29205811265682785}
63865,5,quality_fail,{'severity': 0.18372148704068786}
63870,11,quality_fail,{'severity': 0.2447255553421401}
63874,4,quality_fail,{'severity': 0.05256755919337055}
63875,2,quality_fail,{'severity': 0.06346500207407148}
63878,12,quality_fail,{'severity': 0.27757688917776946}
63886,9,quality_fail,{'severity': 0.28329002456247215}
63890,8,quality_fail,{'severity': 0.18703803274593905}
63892,4,quality_fail,{'severity': 0.025688928398549683}
63894,10,quality_fail,{'severity': 0.08002419684450562}
63903,11,quality_fail,{'severity': 0.14065547019504038}
63909,8,quality_fail,{'severity': 0.18184009234429807}
63911,4,quality_fail,{'severity': 0.11110870643506136}
63920,8,quality_fail,{'severity': 0.11986557878545423}
63925,6,quality_fail,{'severity': 0.2554405286223174}
63933,8,quality_fail,{'severity': 0.10795461432091956}
63937,2,quality_fail,{'severity': 0.16232933643470998}
63939,9,quality_fail,{'severity': 0.38169177789477676}
63944,4,quality_fail,{'severity': 0.09908019975416796}
63949,8,quality_fail,{'severity': 0.13487352479661868}
63957,11,quality_fail,{'severity': 0.02088344428016602}
63964,11,quality_fail,{'severity': 0.07349754823348843}
63980,10,quality_fail,{'severity': 0.37641664966838306}
63988,0,quality_fail,{'severity': 0.12624025834369323}
63992,2,quality_fail,{'severity': 0.1965868812693526}
63993,0,quality_fail,{'severity': 0.1330932618331461}
63995,4,quality_fail,{'severity': 0.10942954626029683}
63995,6,quality_fail,{'severity': 0.19446718347758313}
64000,5,quality_fail,{'severity': 0.275576000473199}
64007,0,quality_fail,{'severity': 0.08100098228817755}
64011,11,quality_fail,{'severity': 0.1245340611799939}
64020,2,quality_fail,{'severity': 0.0791859098714622}
64020,4,quality_fail,{'severity': 0.0931768065320758}
64026,11,quality_fail,{'severity': 0.06189515551023544}
64028,7,quality_fail,{'severity': 0.39492209396390854}
64029,4,quality_fail,{'severity': 0.26432253604563277}
64032,8,breakdown,{'downtime': 430}
64039,7,quality_fail,{'severity': 0.11051696653201838}
64053,5,quality_fail,{'severity': 0.11998569585704266}
64058,2,quality_fail,{'severity': 0.40694039933745346}
64076,5,quality_fail,{'severity': 0.04567930915483907}
64081,9,quality_fail,{'severity': 0.08754922295414162}
64095,47,breakdown,{'downtime': 23}
64096,9,quality_fail,{'severity': 0.21731164373548545}
64100,4,quality_fail,{'severity': 0.3603019306474406}
64102,11,quality_fail,{'severity': 0.08542110995207805}
64106,7,quality_fail,{'severity': 0.07916882131362536}
64120,11,quality_fail,{'severity': 0.16826095470117516}
64122,5,quality_fail,{'severity': 0.09227445246183837}
64124,2,quality_fail,{'severity': 0.18700763599943135}
64126,7,quality_fail,{'severity': 0.2984024461738052}
64128,7,quality_fail,{'severity': 0.06807417387802894}
64130,11,quality_fail,{'severity': 0.3158656556319818}
64134,5,quality_fail,{'severity': 0.29431288440438147}
64136,5,quality_fail,{'severity': 0.07132576940815587}
64148,9,quality_fail,{'severity': 0.33299414509262054}
64150,0,quality_fail,{'severity': 0.16958595613372152}
64161,10,quality_fail,{'severity': 0.1569844705547234}
64162,10,quality_fail,{'severity': 0.11606013589765497}
64178,4,quality_fail,{'severity': 0.12173501877102107}
64193,4,quality_fail,{'severity': 0.23781790974507955}
64195,4,quality_fail,{'severity': 0.2657105724881725}
64199,10,quality_fail,{'severity': 0.09237822434330617}
64199,26,breakdown,{'downtime': 29}
64201,6,quality_fail,{'severity': 0.24585902994182524}
64205,1,quality_fail,{'severity': 0.14094753840918658}
64219,4,quality_fail,{'severity': 0.07546821041166588}
64225,21,breakdown,{'downtime': 11}
64232,10,quality_fail,{'severity': 0.04862790419207764}
64236,0,quality_fail,{'severity': 0.2179863352187096}
64240,7,quality_fail,{'severity': 0.1525812675693281}
64243,4,quality_fail,{'severity': 0.29154569452898393}
64249,1,quality_fail,{'severity': 0.46344678388409993}
64257,11,quality_fail,{'severity': 0.07193784282003654}
64269,2,quality_fail,{'severity': 0.3668979151625749}
64292,1,quality_fail,{'severity': 0.11948585655657748}
64294,2,quality_fail,{'severity': 0.15826417453973526}
64297,12,quality_fail,{'severity': 0.040631040657489646}
64298,6,quality_fail,{'severity': 0.16838943467755063}
64311,4,quality_fail,{'severity': 0.3126559633377374}
64312,10,quality_fail,{'severity': 0.047016295728582194}
64322,5,quality_fail,{'severity': 0.3433999690676127}
64326,12,quality_fail,{'severity': 0.25091666720183}
64330,11,quality_fail,{'severity': 0.07203494375842744}
64339,5,quality_fail,{'severity': 0.06783910338041176}
64342,5,quality_fail,{'severity': 0.30207791677443663}
64356,1,quality_fail,{'severity': 0.083181377224587}
64358,12,quality_fail,{'severity': 0.16559008306608639}
64362,6,quality_fail,{'severity': 0.037477525645624524}
64363,2,quality_fail,{'severity': 0.0284579573316331}
64366,11,quality_fail,{'severity': 0.10993104678025663}
64379,2,quality_fail,{'severity': 0.35912980413719814}
64380,1,quality_fail,{'severity': 0.200755531938393}
64384,7,quality_fail,{'severity': 0.16087022226852252}
64393,1,quality_fail,{'severity': 0.04156697862307295}
64393,5,breakdown,{'downtime': 67}
64394,9,quality_fail,{'severity': 0.12103593390541355}
64396,10,quality_fail,{'severity': 0.16126518064905596}
64404,2,quality_fail,{'severity': 0.4055944368513797}
64407,7,quality_fail,{'severity': 0.22194169517268517}
64421,4,quality_fail,{'severity': 0.20142898784398786}
64447,7,quality_fail,{'severity': 0.1680933433625944}
64450,11,quality_fail,{'severity': 0.37865680772640853}
64456,4,breakdown,{'downtime': 134}
64462,2,quality_fail,{'severity': 0.09069259608907511}
64469,7,quality_fail,{'severity': 0.39948571562535584}
64470,9,quality_fail,{'severity': 0.10619990500577527}
64472,5,quality_fail,{'severity': 0.06131785071523457}
64475,6,quality_fail,{'severity': 0.31742697524246616}
64479,9,quality_fail,{'severity': 0.19219534957482132}
64500,2,quality_fail,{'severity': 0.23085130025346434}
64503,5,quality_fail,{'severity': 0.06257745417736853}
64516,5,quality_fail,{'severity': 0.1492391533525472}
64522,1,quality_fail,{'severity': 0.01849201004522149}
64543,6,quality_fail,{'severity': 0.2393467111378933}
64548,6,quality_fail,{'severity': 0.2075692539407449}
64554,5,quality_fail,{'severity': 0.08531148354555491}
64555,7,quality_fail,{'severity': 0.14485277290620943}
64576,7,quality_fail,{'severity': 0.21043046460904632}
64591,8,quality_fail,{'severity': 0.24252664689107242}
64592,26,breakdown,{'downtime': 34}
64595,12,quality_fail,{'severity': 0.18064679093884933}
64598,6,quality_fail,{'severity': 0.023815446403230987}
64604,5,quality_fail,{'severity': 0.11380621187127359}
64607,5,quality_fail,{'severity': 0.5277833564504715}
64632,9,quality_fail,{'severity': 0.38659456804175857}
64636,8,quality_fail,{'severity': 0.12475346599968282}
64638,9,quality_fail,{'severity': 0.23657293445567404}
64640,7,quality_fail,{'severity': 0.12157549193967064}
64650,1,quality_fail,{'severity': 0.2490009957725931}
64668,5,quality_fail,{'severity': 0.2193722374444341}
64668,8,quality_fail,{'severity': 0.14910917509666322}
64675,11,quality_fail,{'severity': 0.10524494686930023}
64682,11,quality_fail,{'severity': 0.06839664609297001}
64695,12,quality_fail,{'severity': 0.2561130928886631}
64697,1,quality_fail,{'severity': 0.10884857324395383}
64698,8,quality_fail,{'severity': 0.24695920385399095}
64699,5,quality_fail,{'severity': 0.19728797572753284}
64701,10,quality_fail,{'severity': 0.21393961788710159}
64713,8,quality_fail,{'severity': 0.21959736873251307}
64715,5,quality_fail,{'severity': 0.33530224248887447}
64716,4,quality_fail,{'severity': 0.10095509031942067}
64719,2,quality_fail,{'severity': 0.1079079977287063}
64722,5,quality_fail,{'severity': 0.09160999457872473}
64726,6,quality_fail,{'severity': 0.1729163632506803}
64745,4,quality_fail,{'severity': 0.12545074851937005}
64748,4,quality_fail,{'severity': 0.1657071726876309}
64750,1,quality_fail,{'severity': 0.2456519054037801}
64751,6,quality_fail,{'severity': 0.12210115363889402}
64753,5,quality_fail,{'severity': 0.031957205239003035}
64760,5,quality_fail,{'severity': 0.1038843006694526}
64760,10,quality_fail,{'severity': 0.18865874732180174}
64770,2,quality_fail,{'severity': 0.06977476780405194}
64770,10,quality_fail,{'severity': 0.11471176599623392}
64779,10,quality_fail,{'severity': 0.13358068724395997}
64782,1,quality_fail,{'severity': 0.14924518320331598}
64802,2,quality_fail,{'severity': 0.17908107823893782}
64803,5,quality_fail,{'severity': 0.09617551822752698}
64820,4,quality_fail,{'severity': 0.5850302280843955}
64820,23,breakdown,{'downtime': 496}
64829,10,quality_fail,{'severity': 0.06936079641418887}
64830,7,quality_fail,{'severity': 0.196572569086223}
64840,7,quality_fail,{'severity': 0.18864627201818276}
64842,6,quality_fail,{'severity': 0.034148736795631816}
64850,8,quality_fail,{'severity': 0.13803427469434557}
64854,10,quality_fail,{'severity': 0.3569262596326174}
64863,11,quality_fail,{'severity': 0.0920493321591386}
64869,2,quality_fail,{'severity': 0.1515093128556788}
64872,6,quality_fail,{'severity': 0.31230502119103165}
64874,10,quality_fail,{'severity': 0.23180102356796392}
64882,10,quality_fail,{'severity': 0.11907439359183024}
64883,0,quality_fail,{'severity': 0.3909070527014413}
64889,11,quality_fail,{'severity': 0.22462459212966676}
64894,6,quality_fail,{'severity': 0.2910330161880279}
64900,8,quality_fail,{'severity': 0.03627108623946269}
64906,2,quality_fail,{'severity': 0.1491630375743435}
64925,11,quality_fail,{'severity': 0.20039361420109947}
64934,10,quality_fail,{'severity': 0.09791320466725649}
64938,7,quality_fail,{'severity': 0.16333205937998388}
64938,11,quality_fail,{'severity': 0.145181383801705}
64948,11,quality_fail,{'severity': 0.1447910027290942}
64949,3,quality_fail,{'severity': 0.3307244658612575}
64949,10,quality_fail,{'severity': 0.03945454918819591}
64950,5,quality_fail,{'severity': 0.218574637393829}
64953,7,quality_fail,{'severity': 0.02162275768832447}
64956,4,quality_fail,{'severity': 0.17822665693492226}
64957,6,quality_fail,{'severity': 0.2140132189487098}
64960,9,quality_fail,{'severity': 0.23696611212907517}
64970,9,quality_fail,{'severity': 0.15392216009207768}
64979,11,quality_fail,{'severity': 0.12139083981088185}
64982,7,quality_fail,{'severity': 0.23393984317950986}
64982,8,quality_fail,{'severity': 0.44980865926043434}
64988,1,quality_fail,{'severity': 0.14779273852357608}
64990,6,quality_fail,{'severity': 0.06526558614967336}
64991,3,quality_fail,{'severity': 0.15314965386062535}
65002,36,breakdown,{'downtime': 25}
65007,9,quality_fail,{'severity': 0.120932258084321}
65008,7,quality_fail,{'severity': 0.14295865032710423}
65015,8,quality_fail,{'severity': 0.004340185002801136}
